"","X","Y","Z"
"1",324.979461669922,88.5721130371094,29.7134571075439
"2",325.749603271484,89.0076217651367,30.7829990386963
"3",330.763244628906,90.2275390625,31.0086097717285
"4",331.356628417969,90.1658020019531,31.0720386505127
"5",332.856842041016,91.0272445678711,30.9974327087402
"6",333.378021240234,90.9870986938477,31.0120639801025
"7",322.813537597656,88.1333999633789,31.7466812133789
"8",323.3740234375,87.9844131469727,31.8556175231934
"9",325.643280029297,88.9191818237305,31.8619709014893
"10",327.103210449219,89.3832855224609,31.8180885314941
"11",328.594665527344,89.8474426269531,31.8111019134521
"12",329.211181640625,89.7716903686523,31.9085369110107
"13",330.065551757812,90.27392578125,31.8638095855713
"14",332.028198242188,90.6137542724609,31.985876083374
"15",333.798004150391,90.9582138061523,31.9895458221436
"16",334.4326171875,91.3629150390625,31.9446277618408
"17",337.617462158203,93.0302886962891,31.7609939575195
"18",318.885040283203,87.7387008666992,32.2602043151855
"19",320.814300537109,87.8861465454102,32.6403045654297
"20",321.3837890625,87.7358322143555,32.7502250671387
"21",321.943511962891,87.5720672607422,32.8576507568359
"22",324.121337890625,88.4340515136719,32.9421615600586
"23",324.710845947266,88.3172149658203,33.008472442627
"24",326.133911132812,88.7613677978516,32.9644508361816
"25",327.614898681641,89.2588958740234,32.8902740478516
"26",334.928741455078,91.8116455078125,32.9336433410645
"27",335.507629394531,92.2178802490234,32.9196014404297
"28",335.989593505859,92.1836471557617,32.9310150146484
"29",336.547332763672,92.6084594726562,32.9036827087402
"30",337.104797363281,93.0578765869141,32.8665885925293
"31",316.912414550781,87.3959197998047,32.8644828796387
"32",317.521789550781,87.2802429199219,33.0226707458496
"33",318.265502929688,87.7955474853516,33.2259216308594
"34",320.002105712891,87.3257598876953,33.6295623779297
"35",319.612548828125,88.1509704589844,33.515869140625
"36",337.547088623047,93.1616821289062,33.9079360961914
"37",312.680419921875,88.350456237793,32.7834129333496
"38",315.191711425781,88.1758422851562,33.4555778503418
"39",315.808868408203,88.1244049072266,33.6221694946289
"40",316.432678222656,88.0462341308594,33.7849807739258
"41",338.134979248047,93.8396072387695,34.8530693054199
"42",338.646911621094,93.8614807128906,34.8136749267578
"43",339.285736083984,94.4449005126953,34.6904525756836
"44",314.562835693359,88.1336669921875,34.2316818237305
"45",313.415466308594,88.8197708129883,33.9829330444336
"46",339.909942626953,94.7154006958008,35.5677528381348
"47",312.672271728516,88.1679000854492,34.603099822998
"48",313.932556152344,88.0697631835938,34.9654159545898
"49",340.592864990234,94.9972457885742,36.3614349365234
"50",341.186157226562,95.0560684204102,36.2515029907227
"51",341.785125732422,95.1150436401367,36.1297302246094
"52",342.404357910156,95.1746673583984,35.9873542785645
"53",312.033538818359,88.1281967163086,35.3151435852051
"54",311.489715576172,88.7791366577148,35.2721405029297
"55",310.939483642578,89.4164428710938,35.2482566833496
"56",343.2314453125,95.4096755981445,36.6285629272461
"57",343.8857421875,95.4439010620117,36.4607849121094
"58",310.36328125,89.9870376586914,36.143871307373
"59",310.440673828125,90.5989151000977,36.2726631164551
"60",310.490264892578,91.2053451538086,36.3820114135742
"61",310.546936035156,91.8323822021484,36.4920883178711
"62",309.903259277344,92.5226821899414,36.5049476623535
"63",309.216369628906,93.2496948242188,36.5171737670898
"64",308.4384765625,94.0060424804688,36.5017356872559
"65",305.911743164062,95.7265625,36.1961250305176
"66",344.715087890625,95.6099853515625,37.073169708252
"67",307.673187255859,94.1097183227539,37.3562049865723
"68",306.813049316406,94.9380950927734,37.2767753601074
"69",304.164672851562,96.7650756835938,36.8490562438965
"70",304.959930419922,96.6443176269531,36.9880447387695
"71",345.303527832031,95.0663833618164,37.8368377685547
"72",345.995483398438,95.0769805908203,37.6618614196777
"73",307.627502441406,94.7851791381836,38.3366889953613
"74",303.240142822266,97.7081680297852,37.6365737915039
"75",346.789764404297,95.1399612426758,38.3027458190918
"76",347.552001953125,95.8024215698242,38.1055107116699
"77",289.998291015625,96.5810241699219,38.5018424987793
"78",307.571685791016,95.4724426269531,39.2608528137207
"79",303.158447265625,98.5129165649414,38.5502738952637
"80",294.19189453125,100.17488861084,38.7257766723633
"81",295.599822998047,100.269538879395,38.7055435180664
"82",300.741516113281,99.7604370117188,38.4613380432129
"83",297.733184814453,101.023765563965,38.6925354003906
"84",299.944488525391,100.669311523438,38.5600624084473
"85",348.263244628906,95.827278137207,38.8282279968262
