"","points.X","points.Y","points.Z","alpha","vect.1","vect.2","vect.3"
"1",341.580017089844,73.5730667114258,27.5490016937256,0.745762711235747,0.884977029538413,0.401217799171671,-0.236304749882873
"2",344.188446044922,74.5096740722656,27.6660289764404,0.906074025053504,0.876561603429917,0.478859724410535,0.0483023780971463
"3",337.326599121094,70.2227401733398,28.4190235137939,0.887554770198464,-0.728528349082492,-0.644453088248254,0.232221148111939
"4",312.598327636719,72.0725402832031,28.2573699951172,0.897219054413884,-0.422900710774932,-0.800891345065053,-0.423943442249018
"5",338.663482666016,71.6102294921875,28.395227432251,0.783537245699923,0.796295912739198,0.603200505441005,0.0454089153202748
"6",339.409149169922,71.7207641601562,28.3215560913086,0.80732491944198,0.83168033077927,0.525718003585306,-0.178685220712753
"7",313.192687988281,72.6193695068359,28.2882022857666,0.897219054413884,-0.422900710774932,-0.800891345065053,-0.423943442249018
"8",340.824981689453,72.5709762573242,28.2935886383057,0.784120813217959,0.812460234437892,0.535230945032824,-0.231162719607631
"9",342.351501464844,73.4265670776367,28.3218822479248,0.813703203951295,0.897353409774747,0.433120882082351,-0.084635450432084
"10",343.255706787109,73.4970169067383,28.3205032348633,0.835204328058308,0.893286720427506,0.435760282956172,0.110235252554836
"11",345.111419677734,75.0850448608398,28.4821395874023,0.890561294566056,0.847363192505721,0.463957513823988,0.258300300721419
"12",346.126434326172,75.1533279418945,28.509370803833,0.967506587746463,0.863051093946658,0.311436074510458,0.397681255191886
"13",349.579010009766,76.90478515625,28.804931640625,0.759734678870439,0.891515775007112,0.343859410082077,0.294890367783479
"14",336.529541015625,69.3397521972656,29.2973899841309,0.88795053658932,-0.702775023353959,-0.600328391029586,0.3817238392787
"15",337.909912109375,70.6717376708984,29.271240234375,0.887554770198464,-0.728528349082492,-0.644453088248254,0.232221148111939
"16",339.975494384766,72.2323303222656,29.1638793945312,0.80732491944198,0.83168033077927,0.525718003585306,-0.178685220712753
"17",313.156890869141,73.0941314697266,29.1330890655518,0.897219054413884,-0.422900710774932,-0.800891345065053,-0.423943442249018
"18",313.750640869141,73.6601104736328,29.1810646057129,0.874942839225312,-0.234386168921784,-0.792587236536127,-0.562910824463516
"19",313.759460449219,74.3084411621094,29.2477684020996,0.872771782743149,-0.167042927659951,-0.864403379227646,-0.474239874218332
"20",347.069885253906,75.7754898071289,29.3278102874756,0.96044506337411,0.882158120954915,0.376163529173407,0.283369103737688
"21",347.944946289062,75.8395156860352,29.3755874633789,0.866942224185162,0.88437251121545,0.456626878333238,0.0968357134022447
"22",348.833343505859,76.6917877197266,29.5069675445557,0.871744967590382,0.934021879729611,0.356851553971504,-0.0161275111064269
"23",350.2880859375,76.7043762207031,29.585542678833,0.759734678870439,0.891515775007112,0.343859410082077,0.294890367783479
"24",351.998596191406,80.3721160888672,30.1824131011963,0.295223089106034,-0.444441098313883,-0.556485168925643,-0.701994563294722
"25",334.918365478516,68.3639907836914,30.221809387207,0.900082616568178,-0.709731771148992,-0.196835129764979,0.676414624850851
"26",335.710571289062,68.474967956543,30.159366607666,0.900082616568178,-0.709731771148992,-0.196835129764979,0.676414624850851
"27",313.734619140625,74.7965927124023,30.1361179351807,0.880221795957474,-0.177006162843193,-0.856641399243922,-0.484597081519219
"28",313.75,75.4506072998047,30.2136211395264,0.884081641121436,0.410017076367273,0.703789620171672,0.580143230268051
"29",314.37353515625,76.0397491455078,30.3293056488037,0.884081641121436,0.410017076367273,0.703789620171672,0.580143230268051
"30",351.091735839844,77.2722320556641,30.496301651001,0.925020229434811,-0.602193618816526,-0.393870806117752,-0.694426838151297
"31",352.042297363281,80.1773300170898,30.9820518493652,0.295223089106034,-0.444441098313883,-0.556485168925643,-0.701994563294722
"32",333.999664306641,68.5726928710938,31.230188369751,0.93391603939262,0.629962498263079,-0.0410024843558346,-0.775542421185836
"33",285.498962402344,72.4270782470703,31.065113067627,0.856768549059903,0.65891264219607,-0.494493996364808,0.566841968729693
"34",284.810699462891,73.1161346435547,31.3255920410156,0.856768549059903,0.65891264219607,-0.494493996364808,0.566841968729693
"35",314.964141845703,76.4359359741211,31.3129062652588,0.814896097697113,-0.51377447987742,-0.0378525562323863,-0.857089824821973
